2-Aminopyridine 1-oxide,2-Aminopyridine 1-oxide,Nc1cccc[n+]1[O-]
3-Aminopyridine,3-Aminopyridine,Nc1cccnc1
4-Aminopyridine,4-Aminopyridine,Nc1ccncc1
2-(Aminomethyl)pyridine (2-Picolylamine),2-Picolylamine,NCc1ccccn1
2-Aminomethyl-6-methylpyridine,2-Aminomethyl-6-methylpyridine,Cc1cccc(CN)n1
3-(Aminomethyl)pyridine,3-(Aminomethyl)pyridine,NCc1cccnc1
4-(Aminomethyl)pyridine,4-(Aminomethyl)pyridine,NCc1ccncc1
2-(2-Aminoethyl)pyridine,2-(2-Aminoethyl)pyridine,NCCc1ccccn1
3-(2-Aminoethyl)pyridine,3-(2-Aminoethyl)pyridine,NCCc1cccnc1
4-(2-Aminoethyl)pyridine,4-(2-Aminoethyl)pyridine,NCCc1ccncc1
2-(3-Aminopropyl)pyridine,2-(3-Aminopropyl)pyridine,NCCCc1ccccn1
3-(3-Aminopropyl)pyridine,3-(3-Aminopropyl)pyridine,NCCCc1cccnc1
4-(3-Aminopropyl)pyridine,4-(3-Aminopropyl)pyridine,NCCCc1ccncc1
2-(4-Aminobutyl)pyridine,2-(4-Aminobutyl)pyridine,NCCCCc1ccccn1
3-(4-Aminobutyl)pyridine,3-(4-Aminobutyl)pyridine,NCCCCc1cccnc1
4-(4-Aminobutyl)pyridine,4-(4-Aminobutyl)pyridine,NCCCCc1ccncc1
2-(5-Aminopentyl)pyridine,2-(5-Aminopentyl)pyridine,NCCCCCc1ccccn1
3-(5-Aminopentyl)pyridine,3-(5-Aminopentyl)pyridine,NCCCCCc1cccnc1
4-(5-Aminopentyl)pyridine,4-(5-Aminopentyl)pyridine,NCCCCCc1ccncc1
N-(2-Aminoethyl)pyridinium (nitrate),nitrate,[O-][N+]([O-])=O
N-(3-Aminopropyl)pyridinium (nitrate),nitrate,[O-][N+]([O-])=O
N-(4-Aminobutyl)pyridinium (nitrate),nitrate,[O-][N+]([O-])=O
N-(5-Aminopentyl)pyridinium (nitrate),nitrate,[O-][N+]([O-])=O
2-Amino-5-bromopyridine,2-Amino-5-bromopyridine,Nc1ccc(Br)cn1
2-Amino-3-nitropyridine,2-Amino-3-nitropyridine,Nc1ncccc1[N+]([O-])=O
2-Amino-5-nitropyridine,2-Amino-5-nitropyridine,Nc1ccc(cn1)[N+]([O-])=O
3-Amino-2-nitropyridine,3-Amino-2-nitropyridine,Nc1cccnc1[N+]([O-])=O
4-Amino-3-nitropyridine,4-Amino-3-nitropyridine,Nc1ccncc1[N+]([O-])=O
2-Hydrazinopyridine (2-Pyridylhydrazine),2-Pyridylhydrazine,NNc1ccccn1
"2-Amino-3-aminomethyl-4,6-dimethylpyridine","2-Amino-3-aminomethyl-4,6-dimethylpyridine",Cc1cc(C)c(CN)c(N)n1
2-Amino-3-aminomethyl-6-methyl-4-methoxymethylpyridine,2-Amino-3-aminomethyl-6-methyl-4-methoxymethylpyridine,COCc1cc(C)nc(N)c1CN
2-Amino-3-aminomethyl-4-methyl-6-methoxymethylpyridine,2-Amino-3-aminomethyl-4-methyl-6-methoxymethylpyridine,COCc1cc(C)c(CN)c(N)n1
"2,6-Bis(aminomethyl)pyridine","2,6-Bis(aminomethyl)pyridine",NCc1cccc(CN)n1
"2,6-Bis(2-aminoethyl)pyridine","2,6-Bis(2-aminoethyl)pyridine",NCCc1cccc(CCN)n1
2-(Methylaminomethyl)pyridine,2-(Methylaminomethyl)pyridine,CNCc1ccccn1
6-Methyl-2-(methylaminomethyl)pyridine,6-Methyl-2-(methylaminomethyl)pyridine,CNCc1cccc(C)n1
2-[2-(Methylamino)ethyl]pyridine,2-[2-(Methylamino)ethyl]pyridine,CNCCc1ccccn1
2-[2-(2-Hydroxyethylamino)ethyl]pyridine,2-[2-(2-Hydroxyethylamino)ethyl]pyridine,OCCNCCc1ccccn1
Bis(2-hydroxyethyl)aminomethylpyridine,Bis(2-hydroxyethyl)aminomethylpyridine,OCCN(CCO)Cc1ccccn1
2-(2-Aminoethylaminomethyl)pyridine (N-2-Picolylethylenediamine),N-2-Picolylethylenediamine,NCCNCc1ccccn1
2-[2-(2-Aminoethylamino)ethyl]pyridine (N-[2-(2-Picolyl)ethyl]ethylenediamine),2-[2-(2-Aminoethylamino)ethyl]pyridine (N-[2-(2-Picolyl)ethyl]ethylenediamine),NCCNCCCc1ccccn1.NCCNCCc2ccccn2
"2,6-Bis[1-(2-aminoethylamino)ethyl]pyridine (epyden) (rac- or meso-isomer not specified)",rac- or meso-isomer not specified,
3-(Dimethylamino)pyridine,3-(Dimethylamino)pyridine,CN(C)c1cccnc1
"Pyridine-3-carboxylic acid diethylamide (N,N-Diethylnicotinamide)","N,N-Diethylnicotinamide",CCN(CC)C(=O)c1cccnc1
4-(Dimethylamino)pyridine,4-(Dimethylamino)pyridine,CN(C)c1ccncc1
2-[4-(Dimethylamino)phenylazo]pyridine,2-[4-(Dimethylamino)phenylazo]pyridine,CN(C)c1ccc(cc1)N=Nc2ccccn2
"1,2-Diazine (Pyridazine)",Pyridazine,c1ccnnc1
"3-Methyl-1,2-diazine (3-Methylpyridazine)",3-Methylpyridazine,Cc1cccnn1
"3-Hydrazino-6-phenyl-1,2-diazine","3-Hydrazino-6-phenyl-1,2-diazine",NNc1ccc(nn1)c2ccccc2
"3-Hydrazino-6-(2-methoxyphenyl)-1,2-diazine","3-Hydrazino-6-(2-methoxyphenyl)-1,2-diazine",COc1ccccc1c2ccc(NN)nn2
"3-Hydrazino-6-(3-methoxyphenyl)-1,2-diazine","3-Hydrazino-6-(3-methoxyphenyl)-1,2-diazine",COc1cccc(c1)c2ccc(NN)nn2
"3-Hydrazino-6-(4-methoxyphenyl)-1,2-diazine","3-Hydrazino-6-(4-methoxyphenyl)-1,2-diazine",COc1ccc(cc1)c2ccc(NN)nn2
"3-Hydrazino-6{2-[3-(1,1-dimethylethylamino)-2-hydroxypropoxy]phenyl}-1,2-diazine (Prizidilol)",Prizidilol,CC(C)(C)NCC(O)COc1ccccc1c2ccc(NN)nn2
"3-Hydrazinobenzo[d]-1,2-diazine (Hydralazine)",Hydralazine,NNc1nncc2ccccc12
"1,4-Diazine (Pyrazine)",Pyrazine,c1cnccn1
"2-Methyl-1,4-diazine (2-Methylpyrazine)",2-Methylpyrazine,Cc1cnccn1
"2,5-Dimethyl-1,4-diazine (2,5-Dimethylpyrazine)","2,5-Dimethylpyrazine",Cc1cnc(C)cn1
"2,6-Dimethyl-1,4-diazine (2,6-Dimethylpyrazine)","2,6-Dimethylpyrazine",Cc1cncc(C)n1
"2-Chloro-1,4-diazine (Chloropyrazine)",Chloropyrazine,Clc1cnccn1
"2-Amino-1,4-diazine (Aminopyrazine)",Aminopyrazine,Nc1cnccn1
Benzo[b]pyridine (Quinoline),Quinoline,c1ccc2ncccc2c1
Benzo[c]pyridine (Isoquinoline),Isoquinoline,c1ccc2cnccc2c1
8-Hydroxyquinoline (8-Quinolinol)(Oxine),Oxine,Oc1cccc2cccnc12
8-Hydroxy-2-methylquinoline,8-Hydroxy-2-methylquinoline,Cc1ccc2cccc(O)c2n1
5-Chloro-8-hydroxyquinoline,5-Chloro-8-hydroxyquinoline,Oc1ccc(Cl)c2cccnc12
"5,7-Dichloro-8-hydroxyquinoline","5,7-Dichloro-8-hydroxyquinoline",Oc1c(Cl)cc(Cl)c2cccnc12
5-Chloro-8-hydroxy-7-iodoquinoline,5-Chloro-8-hydroxy-7-iodoquinoline,Oc1c(I)cc(Cl)c2cccnc12
"5,7-Dibromo-8-hydroxyquinoline","5,7-Dibromo-8-hydroxyquinoline",Oc1c(Br)cc(Br)c2cccnc12
"5,7-Diiodo-8-hydroxyquinoline","5,7-Diiodo-8-hydroxyquinoline",Oc1c(I)cc(I)c2cccnc12
8-Hydroxy-5-nitroquinoline,8-Hydroxy-5-nitroquinoline,Oc1ccc(c2cccnc12)[N+]([O-])=O
8-Hydroxyquinoline-5-sulfonic acid (Sulfoxine),Sulfoxine,Oc1ccc(c2cccnc12)[S](O)(=O)=O
8-Hydroxy-2-methylquinoline-5-sulfonic acid,8-Hydroxy-2-methylquinoline-5-sulfonic acid,Cc1ccc2c(ccc(O)c2n1)[S](O)(=O)=O
8-Hydroxy-7-iodoquinoline-5-sulfonic acid (Ferron),Ferron,[Na+].OC([O-])=O.Oc1c(I)cc(c2cccnc12)[S](O)(=O)=O
8-Hydroxy-7-nitrosoquinoline-5-sulfonic acid,8-Hydroxy-7-nitrosoquinoline-5-sulfonic acid,Oc1c(cc(c2cccnc12)[S](O)(=O)=O)N=O
8-Hydroxy-7-nitroquinoline-5-sulfonic acid,8-Hydroxy-7-nitroquinoline-5-sulfonic acid,Oc1c(cc(c2cccnc12)[S](O)(=O)=O)[N+]([O-])=O
8-Hydroxy-7-(4-sulfo-1-naphthylazo)quinoline-5-sulfonic acid (SNAZOXS),SNAZOXS,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=C(c3cccnc3C2=O)[S]([O-])(=O)=O)c4ccccc14
8-Hydroxy-7-(6-sulfo-2-naphthylazo)quinoline-5-sulfonic acid (Naphthylazoxine 6S),Naphthylazoxine 6S,
8-Hydroxy-7-(2-carboxyphenylazo)quinoline-5-sulfonic acid,8-Hydroxy-7-(2-carboxyphenylazo)quinoline-5-sulfonic acid,OC(=O)c1ccccc1N=Nc2cc(c3cccnc3c2O)[S](O)(=O)=O
"8-Hydroxy-7-(8-hydroxy-3,6-disulfo-1-naphthylazo)quinoline-5-sulfonic acid","8-Hydroxy-7-(8-hydroxy-3,6-disulfo-1-naphthylazo)quinoline-5-sulfonic acid",Oc1cc(cc2cc(cc(N=Nc3cc(c4cccnc4c3O)[S](O)(=O)=O)c12)[S](O)(=O)=O)[S](O)(=O)=O
8-Hydroxyquinoline-2-carboxylic acid methyl ester,8-Hydroxyquinoline-2-carboxylic acid methyl ester,COC(=O)c1ccc2cccc(O)c2n1
8-Mercaptoquinoline (Quinoline-8-thiol),Quinoline-8-thiol,Sc1cccc2cccnc12
8-Mercapto-2-methylquinoline,8-Mercapto-2-methylquinoline,Cc1ccc2cccc(S)c2n1
8-Mercapto-2-phenylquinoline,8-Mercapto-2-phenylquinoline,Sc1cccc2ccc(nc12)c3ccccc3
8-Mercapto-4-phenylquinoline,8-Mercapto-4-phenylquinoline,Sc1cccc2c(ccnc12)c3ccccc3
8-Mercapto-5-phenylquinoline,8-Mercapto-5-phenylquinoline,Sc1ccc(c2ccccc2)c3cccnc13
8-Mercapto-6-phenylquinoline,8-Mercapto-6-phenylquinoline,Sc1cc(cc2cccnc12)c3ccccc3
"5,8-Dimercaptoquinoline","5,8-Dimercaptoquinoline",Sc1ccc(S)c2ncccc12
8-(Methylthio)quinoline,8-(Methylthio)quinoline,CSc1cccc2cccnc12
"1,2-Dimethylquinoline-4-thione (1-Methylquinaldine-4-thione)",1-Methylquinaldine-4-thione,CN1C(=CC(=S)c2ccccc12)C
Quinoline-8-selenol,Quinoline-8-selenol,[SeH]c1cccc2cccnc12
8-(Methylseleno)quinoline,8-(Methylseleno)quinoline,C[Se]c1cccc2cccnc12
8-Aminoquinoline,8-Aminoquinoline,Nc1cccc2cccnc12
"2,2'-Bipyridyl","2,2'-Bipyridyl",c1ccc(nc1)c2ccccn2
"2,3'-Bipyridyl","2,3'-Bipyridyl",c1ccc(nc1)c2cccnc2
"2,4'-Bipyridyl","2,4'-Bipyridyl",c1ccc(nc1)c2ccncc2
"3,3'-Bipyridyl","3,3'-Bipyridyl",c1cncc(c1)c2cccnc2
"3,4'-Bipyridyl","3,4'-Bipyridyl",c1cncc(c1)c2ccncc2
"4,4'-Bipyridyl","4,4'-Bipyridyl",c1cc(ccn1)c2ccncc2
"4,4'-Dimethyl-2,2'-bipyridyl","4,4'-Dimethyl-2,2'-bipyridyl",Cc1ccnc(c1)c2cc(C)ccn2
Methylenedi-2-pyridine (Di-2-pyridylmethane),Di-2-pyridylmethane,C(c1ccccn1)c2ccccn2
"Ethylenedi-2-pyridine (1,2-Di-2-pyridylethane)","1,2-Di-2-pyridylethane",C(Cc1ccccn1)c2ccccn2
"Trimethylenedi-2-pyridine (1,3-Di-2-pyridylpropane)","1,3-Di-2-pyridylpropane",C(Cc1ccccn1)Cc2ccccn2
"Tetramethylenedi-2-pyridine (1,4-Di-2-pyridylbutane)","1,4-Di-2-pyridylbutane",C(CCc1ccccn1)Cc2ccccn2
"Pentamethylenedi-2-pyridine (1,5-Di-2-pyridylpentane)","1,5-Di-2-pyridylpentane",C(CCc1ccccn1)CCc2ccccn2
"Hexamethylenedi-2-pyridine (1,6-Di-2-pyridylhexane)","1,6-Di-2-pyridylhexane",C(CCCc1ccccn1)CCc2ccccn2
"trans-Vinylenedi-2-pyridine (1,2-Di-2-pyridylethene)","1,2-Di-2-pyridylethene",c1ccc(C=Cc2ccccn2)nc1
"trans-Vinylenedi-4-pyridine (1,2-Di-4-pyridylethene)","1,2-Di-4-pyridylethene",c1cc(ccn1)C=Cc2ccncc2
Oxomethylenedi-2-pyridine (Di-2-pyridylcarbone),Di-2-pyridylcarbone,
"6,6'-Bis(aminomethyl)-2,2'-bipyridyl","6,6'-Bis(aminomethyl)-2,2'-bipyridyl",NCc1cccc(n1)c2cccc(CN)n2
Iminodi-2-pyridine (Di-2-pyridylamine),Di-2-pyridylamine,N(c1ccccn1)c2ccccn2
Iminobis(methylene-2-pyridine) (Di-2-picolylamine)(DPA),DPA,c1ccc(cc1)c2c3ccccc3c(c4ccccc4)c5ccccc25
Iminobis(methylene-3-pyridine),methylene-3-pyridine,
2-(2-Pyridylmethylenehydrazino)pyridine (Pyridine-2-aldehyde 2'-pyridylhydrazone),Pyridine-2-aldehyde 2'-pyridylhydrazone,
"Ethylenebis(aminomethylene-2-pyridine) (N,N'-Bis(2-pyridylmethyl)-1,2-diaminoethane)","Ethylenebis(aminomethylene-2-pyridine) (N,N'-Bis(2-pyridylmethyl)-1,2-diaminoethane)",
"Trimethylenebis(aminomethylene-2-pyridine) (N,N'-Bis(2-pyridylmethyl)-1,3-diaminopropane)","Trimethylenebis(aminomethylene-2-pyridine) (N,N'-Bis(2-pyridylmethyl)-1,3-diaminopropane)",
"Tetramethylenebis(aminomethylene-2-pyridine) (N,N'-Bis(2-pyridylmethyl)-1,4-diaminobutane)","Tetramethylenebis(aminomethylene-2-pyridine) (N,N'-Bis(2-pyridylmethyl)-1,4-diaminobutane)",
"Pentamethylenebis(aminomethylene-2-pyridine) (N,N'-Bis(2-pyridylmethyl)-1,5-diaminopentane)","Pentamethylenebis(aminomethylene-2-pyridine) (N,N'-Bis(2-pyridylmethyl)-1,5-diaminopentane)",
"Hexamethylenebis(aminomethylene-2-pyridine) (N,N'-Bis(2-pyridylmethyl)-1,6-diaminohexane)","Hexamethylenebis(aminomethylene-2-pyridine) (N,N'-Bis(2-pyridylmethyl)-1,6-diaminohexane)",
"Ethylenebis(aminoethylene-2-pyridine) (N,N'-Bis(2-pyridylethyl)-1,2-diaminoethane)","Ethylenebis(aminoethylene-2-pyridine) (N,N'-Bis(2-pyridylethyl)-1,2-diaminoethane)",
"Ethylenebis(aminoethylene-3-pyridine) (N,N'-Bis(3-pyridylethyl)-1,2-diaminoethane)","Ethylenebis(aminoethylene-3-pyridine) (N,N'-Bis(3-pyridylethyl)-1,2-diaminoethane)",
"Oxybis(ethyleneaminomethylene-2-pyridine) (1,9-Di(2-pyridyl)-2,8-diaza-5-oxanonane)","Oxybis(ethyleneaminomethylene-2-pyridine) (1,9-Di(2-pyridyl)-2,8-diaza-5-oxanonane)",
"Thiobis(ethyleneaminomethylene-2-pyridine) (1,9-Di(2-pyridyl)-2,8-diaza-5-thianonane)","Thiobis(ethyleneaminomethylene-2-pyridine) (1,9-Di(2-pyridyl)-2,8-diaza-5-thianonane)",
"Dithiobis(ethyleneaminomethylene-2-pyridine) (1,10-Di(2-pyridyl)-2,9-diaza-5,6-dithiadecane)","Dithiobis(ethyleneaminomethylene-2-pyridine) (1,10-Di(2-pyridyl)-2,9-diaza-5,6-dithiadecane)",
"Dithiobis[ethyleneaminomethylene(6-methyl-2-pyridine)] (1,10-Bis(6-methyl-2-pyridyl)-2,9-diaza-5,6-dithiadecane)","Dithiobis[ethyleneaminomethylene(6-methyl-2-pyridine)] (1,10-Bis(6-methyl-2-pyridyl)-2,9-diaza-5,6-dithiadecane)",
"Oxamidobis(ethyleneaminomethylene-2-pyridine) (N,N'-Bis[2-(2-pyridylmethylamino)ethyl]oxamide)","Oxamidobis(ethyleneaminomethylene-2-pyridine) (N,N'-Bis[2-(2-pyridylmethylamino)ethyl]oxamide)",
"Iminobis(ethyleneaminomethylene-2-pyridine) (1,9-Di(2-pyridyl)-2,5,8-triazanonane)(PYDIEN)",PYDIEN,
"Iminobis(trimethyleneaminomethylene-2-pyridine) (1,11-Di(2-pyridyl)-2,6,10-triazaundecane)(PYDPT)",PYDPT,
"1,10-Phenanthroline (Dipyridino[a,c]benzene)","Dipyridino[a,c]benzene",c1cnc2c(c1)ccc3ncccc23
"2-Methyl-1,10-phenanthroline","2-Methyl-1,10-phenanthroline",Cc1ccc2ccc3cccnc3c2n1
"5-Methyl-1,10-phenanthroline","5-Methyl-1,10-phenanthroline",Cc1cc2cccnc2c3ncccc13
"2,9-Dimethyl-1,10-phenanthroline","2,9-Dimethyl-1,10-phenanthroline",Cc1ccc2ccc3ccc(C)nc3c2n1
"4,7-Dimethyl-1,10-phenanthroline","4,7-Dimethyl-1,10-phenanthroline",Cc1ccnc2c1ccc3c(C)ccnc23
"5,6-Dimethyl-1,10-phenanthroline","5,6-Dimethyl-1,10-phenanthroline",Cc1c(C)c2cccnc2c3ncccc13
"3,5,6,8-Tetramethyl-1,10-phenanthroline","3,5,6,8-Tetramethyl-1,10-phenanthroline",Cc1cnc2c(c1)c(C)c(C)c3cc(C)cnc23
"2-Chloro-1,10-phenanthroline","2-Chloro-1,10-phenanthroline",Clc1ccc2ccc3cccnc3c2n1
"5-Chloro-1,10-phenanthroline","5-Chloro-1,10-phenanthroline",Clc1cc2cccnc2c3ncccc13
"5-Bromo-1,10-phenanthroline","5-Bromo-1,10-phenanthroline",Brc1cc2cccnc2c3ncccc13
"5-Nitro-1,10-phenanthroline","5-Nitro-1,10-phenanthroline",[O-][N+](=O)c1cc2cccnc2c3ncccc13
"1,7-Phenanthroline","1,7-Phenanthroline",c1cnc2c(c1)ccc3ncccc23
"4,7-Phenanthroline","4,7-Phenanthroline",c1cnc2ccc3ncccc3c2c1
"2,6-Di(2-pyridyl)pyridine (2,2',6',2''-Terpyridine)","2,2',6',2''-Terpyridine",
Nitrilotris(methylene-2-pyridine) (Tri-2-picolylamine)(TPA),TPA,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@@]3(O)[C@H]2C=C(C)C3=O)[C@@H]4C(C)(C)[C@]14OC(C)=O
Nitrilotris[methylene(6-methyl-2-pyridine)] (Tris-6-methyl-2-picolylamine)(TLA),TLA,O[C@H]([C@@H](O)C(O)=O)C(O)=O
"Pyridine-2,6-bis(methyleneiminomethylene-2-pyridine)",methyleneiminomethylene-2-pyridine,
"2,4,6-Tri(2-pyridyl)-1,3,5-triazine","2,4,6-Tri(2-pyridyl)-1,3,5-triazine",c1ccc(nc1)c2nc(nc(n2)c3ccccn3)c4ccccn4
"Ethylenedinitrilotetrakis(methylene-2-pyridine) (N,N,N',N'-Tetra-2-picolylethylenediamine)(TPEN)",TPEN,C(CN(Cc1ccccn1)Cc2ccccn2)N(Cc3ccccn3)Cc4ccccn4
"1,3-Diazine (Pyrimidine)",Pyrimidine,c1cncnc1
"4-Methyl-1,3-diazine (4-Methylpyrimidine)",4-Methylpyrimidine,Cc1ccncn1
"2-Amino-1,3-diazine (2-Aminopyrimidine)",2-Aminopyrimidine,Nc1ncccn1
"2-Amino-4-methyl-1,3-diazine","2-Amino-4-methyl-1,3-diazine",Cc1ccnc(N)n1
"2-Amino-4,6-dimethyl-1,3-diazine","2-Amino-4,6-dimethyl-1,3-diazine",Cc1cc(C)nc(N)n1
"4-Amino-2-oxo-1,3-diazine (Cytosine)",Cytosine,NC1=NC(=O)NC=C1
2'-Deoxycytidine,2'-Deoxycytidine,NC1=NC(=O)N(C=C1)[C@H]2C[C@H](O)[C@@H](CO)O2
1-(beta-D-Ribofuranosyl)cytosine (Cytidine),Cytidine,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
Cytidine-3'-(dihydrogenphosphate) (CMP-3),CMP-3,
2'-Deoxycytidine-5'-(dihydrogenphosphate),dihydrogenphosphate,O[P](O)([O-])=O
Cytidine-5'-(dihydrogenphosphate) (CMP-5),CMP-5,
Cytidine-5'-(trihydrogendiphosphate) (CDP),CDP,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C2O
Cytidine-5'-(tetrahydrogentriphosphate) (CTP),CTP,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C2O
"2,4-Dioxo-1,3-diazine (Uracil)",Uracil,O=C1NC=CC(=O)N1
5-Fluorouracil (5-FU),5-FU,FC1=CNC(=O)NC1=O
1-(beta-D-Ribofuranosyl)uracil (Uridine),Uridine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=CC(=O)NC2=O
Uridine-3'-(dihydrogenphosphate) (UMP-3),UMP-3,
Uridine-5'-(dihydrogenphosphate) (UMP-5),UMP-5,
Orotidine-5'-(dihydrogenphosphate) (OMP-5),OMP-5,
Uridine-5'-(trihydrogendiphosphate) (UDP),UDP,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O
Uridine-5'-(tetrahydrogentriphosphate) (UTP),UTP,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O
"5-Methyl-2,4-dioxo-1,3-diazine (Thymine)",Thymine,CC1=CNC(=O)NC1=O
1-(2-Deoxy-beta-D-ribofuranosyl)thymine (Thymidine),Thymidine,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O
Thymidine-5'-(dihydrogenphosphate) (TMP-5),TMP-5,
Thymidine-5'-(trihydrogendiphosphate) (TDP),TDP,Cc1ncc(C[n+]2csc(CCO[P](O)(=O)O[P](O)(O)=O)c2C)c(N)n1
Thymidine-5'-(tetrahydrogentriphosphate) (TTP),TTP,CC1=CN(C2CC(O)C(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)O2)C(=O)NC1=O
cis-syn-Dithymine,cis-syn-Dithymine,
"3-[(4-Amino-2-methyl-5-pyrimidinyl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazolium (chloride) (Thiamine)",Thiamine,[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
"DL-2-(2-Chlorophenyl(hydroxy)methyl)-1,4,5,6-tetrahydropyrimidine","DL-2-(2-Chlorophenyl(hydroxy)methyl)-1,4,5,6-tetrahydropyrimidine",
"DL-2-(2,6-Dichlorophenyl(hydroxy)methyl)-1,4,5,6-tetrahydropyrimidine","DL-2-(2,6-Dichlorophenyl(hydroxy)methyl)-1,4,5,6-tetrahydropyrimidine",
"DL-2-(1-Phenyl-1-hydroxyethyl)-1,4,5,6-tetrahydropyrimidine","DL-2-(1-Phenyl-1-hydroxyethyl)-1,4,5,6-tetrahydropyrimidine",
"8-Hydroxybenzo[d]-1,3-diazine (8-Hydroxyquinazoline)",8-Hydroxyquinazoline,Oc1cccc2cncnc12
"2,4-Dimethyl-8-hydroxyquinazoline","2,4-Dimethyl-8-hydroxyquinazoline",Cc1nc(C)c2cccc(O)c2n1
"5-Hydroxybenzo[b]-1,4-diazine (5-Hydroxyquinoxaline)",5-Hydroxyquinoxaline,Oc1cccc2nccnc12
"1,2-Diazolo[3,4-d]-1,3-diazine-4-one (Allopurinol)",Allopurinol,O=C1N=CN=C2NNC=C12
"7-H-1,3-Diazolo[4,5-d]-1,3-diazine (Purine)",Purine,[nH]1cnc2ncncc12
7-Methylpurine,7-Methylpurine,Cn1cnc2ncncc12
9-Methylpurine,9-Methylpurine,Cn1cnc2cncnc12
"2,9-Dimethylpurine","2,9-Dimethylpurine",Cn1cnc2cnc(C)nc12
"6,9-Dimethylpurine","6,9-Dimethylpurine",Cn1cnc2c(C)ncnc12
"8,9-Dimethylpurine","8,9-Dimethylpurine",Cn1c(C)nc2cncnc12
6-Chloropurine,6-Chloropurine,Clc1ncnc2nc[nH]c12
2-Chloro-9-methylpurine,2-Chloro-9-methylpurine,Cn1cnc2cnc(Cl)nc12
8-Chloro-9-methylpurine,8-Chloro-9-methylpurine,Cn1c(Cl)nc2cncnc12
2-Methoxy-9-methylpurine,2-Methoxy-9-methylpurine,COc1ncc2ncn(C)c2n1
8-Methoxy-9-methylpurine,8-Methoxy-9-methylpurine,COc1nc2cncnc2n1C
6-Oxopurine (Hypoxanthine),Hypoxanthine,O=C1NC=Nc2nc[nH]c12
7-Methylhypoxanthine,7-Methylhypoxanthine,Cn1cnc2N=CNC(=O)c12
9-Methylhypoxanthine,9-Methylhypoxanthine,Cn1cnc2C(=O)NC=Nc12
"2,6-Dioxopurine (Xanthine)",Xanthine,O=C1NC(=O)c2[nH]cnc2N1
"1,3-Dimethylxanthine","1,3-Dimethylxanthine",CN1C(=O)N(C)c2nc[nH]c2C1=O
2-Methoxy-9-(methylthio)purine,2-Methoxy-9-(methylthio)purine,COc1ncc2ncn(SC)c2n1
8-Methylthio-9-methylpurine,8-Methylthio-9-methylpurine,CSc1nc2cncnc2n1C
6-Mercaptopurine,6-Mercaptopurine,Sc1ncnc2nc[nH]c12
2-Amino-6-mercaptopurine,2-Amino-6-mercaptopurine,Nc1nc(S)c2[nH]cnc2n1
6-Amino-2-mercaptopurine,6-Amino-2-mercaptopurine,Nc1nc(S)nc2nc[nH]c12
6-Aminopurine (Adenine),Adenine,Nc1ncnc2nc[nH]c12
2-Amino-9-methylpurine,2-Amino-9-methylpurine,Cn1cnc2cnc(N)nc12
6-Amino-7-methylpurine,6-Amino-7-methylpurine,Cn1cnc2ncnc(N)c12
6-Amino-9-methylpurine,6-Amino-9-methylpurine,Cn1cnc2c(N)ncnc12
8-Amino-9-methylpurine,8-Amino-9-methylpurine,Cn1c(N)nc2cncnc12
"6-Amino-2,9-dimethylpurine","6-Amino-2,9-dimethylpurine",Cn1cnc2c(N)nc(C)nc12
"6-Amino-8,9-dimethylpurine","6-Amino-8,9-dimethylpurine",Cn1c(C)nc2c(N)ncnc12
2-Amino-6-oxopurine (Guanine),Guanine,NC1=Nc2nc[nH]c2C(=O)N1
6-Amino-9-(1-ethoxyethyl)purine,6-Amino-9-(1-ethoxyethyl)purine,CCOC(C)n1cnc2c(N)ncnc12
9-(2-Oxanyl)purine (9-(Tetrahydro-2-pyranyl)purine),9-(2-Oxanyl)purine (9-(Tetrahydro-2-pyranyl)purine),C1CCC(OC1)n2cnc3cncnc23.C4CCC(OC4)n5cnc6cncnc56
"2,6-Diaminopurine","2,6-Diaminopurine",Nc1nc(N)c2[nH]cnc2n1
6-(Diethylamino)purine,6-(Diethylamino)purine,CCN(CC)c1ncnc2nc[nH]c12
9-(beta-D-Ribofuranosyl)purine,9-(beta-D-Ribofuranosyl)purine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3cncnc23
6-Methoxy-9-(beta-D-ribofuranosyl)purine,6-Methoxy-9-(beta-D-ribofuranosyl)purine,COc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O
